"GeneID","Gene Name","Gene Category","Gene Class","DHS Support"
"CATG00000048045.1","CATG00000048045.1","others","protein coding mRNAs","no"
"CATG00000047967.1","CATG00000047967.1","others","protein coding mRNAs","no"
"CATG00000047966.1","CATG00000047966.1","others","protein coding mRNAs","promoter"
"CATG00000047891.1","CATG00000047891.1","others","protein coding mRNAs","promoter"
"CATG00000047855.1","CATG00000047855.1","others","protein coding mRNAs","promoter"
"CATG00000047851.1","CATG00000047851.1","others","protein coding mRNAs","dyadic"
"CATG00000047844.1","CATG00000047844.1","others","protein coding mRNAs","enhancer"
"CATG00000047636.1","CATG00000047636.1","others","protein coding mRNAs","promoter"
"CATG00000047626.1","CATG00000047626.1","others","protein coding mRNAs","enhancer"
"CATG00000047605.1","CATG00000047605.1","others","protein coding mRNAs","no"
"CATG00000047603.1","CATG00000047603.1","others","protein coding mRNAs","enhancer"
"CATG00000047599.1","CATG00000047599.1","others","protein coding mRNAs","enhancer"
"CATG00000047496.1","CATG00000047496.1","others","protein coding mRNAs","promoter"
"CATG00000047385.1","CATG00000047385.1","others","protein coding mRNAs","no"
"CATG00000047365.1","CATG00000047365.1","others","protein coding mRNAs","enhancer"
"CATG00000047362.1","CATG00000047362.1","others","protein coding mRNAs","no"
"CATG00000047322.1","CATG00000047322.1","others","protein coding mRNAs","dyadic"
"CATG00000047316.1","CATG00000047316.1","others","protein coding mRNAs","enhancer"
"CATG00000047287.1","CATG00000047287.1","others","protein coding mRNAs","enhancer"
"CATG00000047280.1","CATG00000047280.1","others","protein coding mRNAs","enhancer"
"CATG00000047241.1","CATG00000047241.1","others","protein coding mRNAs","no"
"CATG00000047222.1","CATG00000047222.1","others","protein coding mRNAs","no"
"CATG00000047157.1","CATG00000047157.1","others","protein coding mRNAs","no"
"CATG00000047113.1","CATG00000047113.1","others","protein coding mRNAs","promoter"
"CATG00000047062.1","CATG00000047062.1","others","protein coding mRNAs","promoter"
"CATG00000047047.1","CATG00000047047.1","others","protein coding mRNAs","promoter"
"CATG00000047029.1","CATG00000047029.1","others","protein coding mRNAs","promoter"
"CATG00000046961.1","CATG00000046961.1","others","protein coding mRNAs","enhancer"
"CATG00000046838.1","CATG00000046838.1","others","protein coding mRNAs","enhancer"
"CATG00000046786.1","CATG00000046786.1","others","protein coding mRNAs","enhancer"
"CATG00000046569.1","CATG00000046569.1","others","protein coding mRNAs","no"
"CATG00000046265.1","CATG00000046265.1","others","protein coding mRNAs","enhancer"
"CATG00000046223.1","CATG00000046223.1","others","protein coding mRNAs","promoter"
"CATG00000045578.1","CATG00000045578.1","others","protein coding mRNAs","promoter"
"CATG00000045486.1","CATG00000045486.1","others","protein coding mRNAs","enhancer"
"CATG00000045390.1","CATG00000045390.1","others","protein coding mRNAs","promoter"
"CATG00000045266.1","CATG00000045266.1","others","protein coding mRNAs","enhancer"
"CATG00000044822.1","CATG00000044822.1","others","protein coding mRNAs","dyadic"
"CATG00000044667.1","CATG00000044667.1","others","protein coding mRNAs","enhancer"
"CATG00000044649.1","CATG00000044649.1","others","protein coding mRNAs","no"
"CATG00000044617.1","CATG00000044617.1","others","protein coding mRNAs","promoter"
"CATG00000044596.1","CATG00000044596.1","others","protein coding mRNAs","promoter"
"CATG00000044560.1","CATG00000044560.1","others","protein coding mRNAs","promoter"
"CATG00000044557.1","CATG00000044557.1","others","protein coding mRNAs","no"
"CATG00000044530.1","CATG00000044530.1","others","protein coding mRNAs","promoter"
"CATG00000044527.1","CATG00000044527.1","others","protein coding mRNAs","enhancer"
"CATG00000044521.1","CATG00000044521.1","others","protein coding mRNAs","no"
"CATG00000044399.1","CATG00000044399.1","others","protein coding mRNAs","promoter"
"CATG00000044385.1","CATG00000044385.1","others","protein coding mRNAs","promoter"
"CATG00000044367.1","CATG00000044367.1","others","protein coding mRNAs","no"
"CATG00000044356.1","CATG00000044356.1","others","protein coding mRNAs","promoter"
"CATG00000044316.1","CATG00000044316.1","others","protein coding mRNAs","promoter"
"CATG00000044153.1","CATG00000044153.1","others","protein coding mRNAs","enhancer"
"CATG00000044101.1","CATG00000044101.1","others","protein coding mRNAs","enhancer"
"CATG00000044099.1","CATG00000044099.1","others","protein coding mRNAs","enhancer"
"CATG00000044079.1","CATG00000044079.1","others","protein coding mRNAs","dyadic"
"CATG00000044060.1","CATG00000044060.1","others","protein coding mRNAs","no"
"CATG00000043952.1","CATG00000043952.1","others","protein coding mRNAs","enhancer"
"CATG00000043919.1","CATG00000043919.1","others","protein coding mRNAs","promoter"
"CATG00000043915.1","CATG00000043915.1","others","protein coding mRNAs","dyadic"
"CATG00000043906.1","CATG00000043906.1","others","protein coding mRNAs","no"
"CATG00000043880.1","CATG00000043880.1","others","protein coding mRNAs","promoter"
"CATG00000043861.1","CATG00000043861.1","others","protein coding mRNAs","promoter"
"CATG00000043860.1","CATG00000043860.1","others","protein coding mRNAs","enhancer"
"CATG00000043842.1","CATG00000043842.1","others","protein coding mRNAs","enhancer"
"CATG00000043838.1","CATG00000043838.1","others","protein coding mRNAs","no"
"CATG00000043803.1","CATG00000043803.1","others","protein coding mRNAs","enhancer"
"CATG00000043785.1","CATG00000043785.1","others","protein coding mRNAs","enhancer"
"CATG00000043764.1","CATG00000043764.1","others","protein coding mRNAs","no"
"CATG00000043706.1","CATG00000043706.1","others","protein coding mRNAs","enhancer"
"CATG00000043701.1","CATG00000043701.1","others","protein coding mRNAs","no"
"CATG00000043697.1","CATG00000043697.1","others","protein coding mRNAs","enhancer"
"CATG00000043658.1","CATG00000043658.1","others","protein coding mRNAs","no"
"CATG00000043521.1","CATG00000043521.1","others","protein coding mRNAs","dyadic"
"CATG00000043384.1","CATG00000043384.1","others","protein coding mRNAs","no"
"CATG00000043364.1","CATG00000043364.1","others","protein coding mRNAs","no"
"CATG00000043259.1","CATG00000043259.1","others","protein coding mRNAs","promoter"
"CATG00000043245.1","CATG00000043245.1","others","protein coding mRNAs","promoter"
"CATG00000043116.1","CATG00000043116.1","others","protein coding mRNAs","enhancer"
"CATG00000043113.1","CATG00000043113.1","others","protein coding mRNAs","promoter"
"CATG00000043101.1","CATG00000043101.1","others","protein coding mRNAs","promoter"
"CATG00000043076.1","CATG00000043076.1","others","protein coding mRNAs","enhancer"
"CATG00000043033.1","CATG00000043033.1","others","protein coding mRNAs","promoter"
"CATG00000042982.1","CATG00000042982.1","others","protein coding mRNAs","promoter"
"CATG00000042868.1","CATG00000042868.1","others","protein coding mRNAs","promoter"
"CATG00000042690.1","CATG00000042690.1","others","protein coding mRNAs","enhancer"
"CATG00000042648.1","CATG00000042648.1","others","protein coding mRNAs","no"
"CATG00000042344.1","CATG00000042344.1","others","protein coding mRNAs","no"
"CATG00000042334.1","CATG00000042334.1","others","protein coding mRNAs","no"
"CATG00000042286.1","CATG00000042286.1","others","protein coding mRNAs","promoter"
"CATG00000042228.1","CATG00000042228.1","others","protein coding mRNAs","dyadic"
"CATG00000042181.1","CATG00000042181.1","others","protein coding mRNAs","promoter"
"CATG00000042163.1","CATG00000042163.1","others","protein coding mRNAs","enhancer"
"CATG00000041838.1","CATG00000041838.1","others","protein coding mRNAs","no"
"CATG00000041776.1","CATG00000041776.1","others","protein coding mRNAs","enhancer"
"CATG00000041725.1","CATG00000041725.1","others","protein coding mRNAs","enhancer"
"CATG00000041616.1","CATG00000041616.1","others","protein coding mRNAs","no"
"CATG00000041610.1","CATG00000041610.1","others","protein coding mRNAs","no"
"CATG00000041525.1","CATG00000041525.1","others","protein coding mRNAs","promoter"
"CATG00000041457.1","CATG00000041457.1","others","protein coding mRNAs","promoter"
"CATG00000041454.1","CATG00000041454.1","others","protein coding mRNAs","enhancer"
"CATG00000041439.1","CATG00000041439.1","others","protein coding mRNAs","promoter"
"CATG00000041437.1","CATG00000041437.1","others","protein coding mRNAs","dyadic"
"CATG00000041409.1","CATG00000041409.1","others","protein coding mRNAs","promoter"
"CATG00000041354.1","CATG00000041354.1","others","protein coding mRNAs","enhancer"
"CATG00000041300.1","CATG00000041300.1","others","protein coding mRNAs","enhancer"
"CATG00000041294.1","CATG00000041294.1","others","protein coding mRNAs","enhancer"
"CATG00000041292.1","CATG00000041292.1","others","protein coding mRNAs","enhancer"
"CATG00000041291.1","CATG00000041291.1","others","protein coding mRNAs","promoter"
"CATG00000041288.1","CATG00000041288.1","others","protein coding mRNAs","enhancer"
"CATG00000041282.1","CATG00000041282.1","others","protein coding mRNAs","dyadic"
"CATG00000041280.1","CATG00000041280.1","others","protein coding mRNAs","no"
"CATG00000041274.1","CATG00000041274.1","others","protein coding mRNAs","promoter"
"CATG00000041270.1","CATG00000041270.1","others","protein coding mRNAs","no"
"CATG00000041257.1","CATG00000041257.1","others","protein coding mRNAs","enhancer"
"CATG00000041247.1","CATG00000041247.1","others","protein coding mRNAs","enhancer"
"CATG00000041224.1","CATG00000041224.1","others","protein coding mRNAs","enhancer"
"CATG00000041207.1","CATG00000041207.1","others","protein coding mRNAs","promoter"
"CATG00000041177.1","CATG00000041177.1","others","protein coding mRNAs","promoter"
"CATG00000041168.1","CATG00000041168.1","others","protein coding mRNAs","promoter"
"CATG00000041154.1","CATG00000041154.1","others","protein coding mRNAs","promoter"
"CATG00000041150.1","CATG00000041150.1","others","protein coding mRNAs","no"
"CATG00000041089.1","CATG00000041089.1","others","protein coding mRNAs","no"
"CATG00000041077.1","CATG00000041077.1","others","protein coding mRNAs","enhancer"
"CATG00000041048.1","CATG00000041048.1","others","protein coding mRNAs","promoter"
"CATG00000041044.1","CATG00000041044.1","others","protein coding mRNAs","dyadic"
"CATG00000041032.1","CATG00000041032.1","others","protein coding mRNAs","dyadic"
"CATG00000040991.1","CATG00000040991.1","others","protein coding mRNAs","promoter"
"CATG00000040980.1","CATG00000040980.1","others","protein coding mRNAs","no"
"CATG00000040955.1","CATG00000040955.1","others","protein coding mRNAs","promoter"
"CATG00000040931.1","CATG00000040931.1","others","protein coding mRNAs","no"
"CATG00000040897.1","CATG00000040897.1","others","protein coding mRNAs","promoter"
"CATG00000040787.1","CATG00000040787.1","others","protein coding mRNAs","no"
"CATG00000040781.1","CATG00000040781.1","others","protein coding mRNAs","promoter"
"CATG00000040741.1","CATG00000040741.1","others","protein coding mRNAs","dyadic"
"CATG00000040731.1","CATG00000040731.1","others","protein coding mRNAs","no"
"CATG00000040684.1","CATG00000040684.1","others","protein coding mRNAs","enhancer"
"CATG00000040659.1","CATG00000040659.1","others","protein coding mRNAs","promoter"
"CATG00000040592.1","CATG00000040592.1","others","protein coding mRNAs","enhancer"
"CATG00000040576.1","CATG00000040576.1","others","protein coding mRNAs","dyadic"
"CATG00000040560.1","CATG00000040560.1","others","protein coding mRNAs","no"
"CATG00000040553.1","CATG00000040553.1","others","protein coding mRNAs","enhancer"
"CATG00000040547.1","CATG00000040547.1","others","protein coding mRNAs","dyadic"
"CATG00000040532.1","CATG00000040532.1","others","protein coding mRNAs","enhancer"
"CATG00000040494.1","CATG00000040494.1","others","protein coding mRNAs","enhancer"
"CATG00000040479.1","CATG00000040479.1","others","protein coding mRNAs","promoter"
"CATG00000040477.1","CATG00000040477.1","others","protein coding mRNAs","dyadic"
"CATG00000040474.1","CATG00000040474.1","others","protein coding mRNAs","no"
"CATG00000040454.1","CATG00000040454.1","others","protein coding mRNAs","promoter"
"CATG00000040439.1","CATG00000040439.1","others","protein coding mRNAs","enhancer"
"CATG00000040434.1","CATG00000040434.1","others","protein coding mRNAs","enhancer"
"CATG00000040370.1","CATG00000040370.1","others","protein coding mRNAs","promoter"
"CATG00000040340.1","CATG00000040340.1","others","protein coding mRNAs","promoter"
"CATG00000040305.1","CATG00000040305.1","others","protein coding mRNAs","enhancer"
"CATG00000040303.1","CATG00000040303.1","others","protein coding mRNAs","no"
"CATG00000040286.1","CATG00000040286.1","others","protein coding mRNAs","enhancer"
"CATG00000040238.1","CATG00000040238.1","others","protein coding mRNAs","no"
"CATG00000040225.1","CATG00000040225.1","others","protein coding mRNAs","enhancer"
"CATG00000040217.1","CATG00000040217.1","others","protein coding mRNAs","no"
"CATG00000040194.1","CATG00000040194.1","others","protein coding mRNAs","promoter"
"CATG00000040193.1","CATG00000040193.1","others","protein coding mRNAs","no"
"CATG00000040187.1","CATG00000040187.1","others","protein coding mRNAs","no"
"CATG00000040180.1","CATG00000040180.1","others","protein coding mRNAs","enhancer"
"CATG00000040167.1","CATG00000040167.1","others","protein coding mRNAs","promoter"
"CATG00000040126.1","CATG00000040126.1","others","protein coding mRNAs","dyadic"
"CATG00000040125.1","CATG00000040125.1","others","protein coding mRNAs","enhancer"
"CATG00000040121.1","CATG00000040121.1","others","protein coding mRNAs","enhancer"
"CATG00000040120.1","CATG00000040120.1","others","protein coding mRNAs","no"
"CATG00000040081.1","CATG00000040081.1","others","protein coding mRNAs","dyadic"
"CATG00000040068.1","CATG00000040068.1","others","protein coding mRNAs","promoter"
"CATG00000040062.1","CATG00000040062.1","others","protein coding mRNAs","no"
"CATG00000040048.1","CATG00000040048.1","others","protein coding mRNAs","enhancer"
"CATG00000040044.1","CATG00000040044.1","others","protein coding mRNAs","dyadic"
"CATG00000040042.1","CATG00000040042.1","others","protein coding mRNAs","promoter"
"CATG00000039995.1","CATG00000039995.1","others","protein coding mRNAs","enhancer"
"CATG00000039992.1","CATG00000039992.1","others","protein coding mRNAs","promoter"
"CATG00000039984.1","CATG00000039984.1","others","protein coding mRNAs","dyadic"
"CATG00000039982.1","CATG00000039982.1","others","protein coding mRNAs","enhancer"
"CATG00000039956.1","CATG00000039956.1","others","protein coding mRNAs","no"
"CATG00000039954.1","CATG00000039954.1","others","protein coding mRNAs","enhancer"
"CATG00000039952.1","CATG00000039952.1","others","protein coding mRNAs","promoter"
"CATG00000039899.1","CATG00000039899.1","others","protein coding mRNAs","dyadic"
"CATG00000039869.1","CATG00000039869.1","others","protein coding mRNAs","enhancer"
"CATG00000039854.1","CATG00000039854.1","others","protein coding mRNAs","dyadic"
"CATG00000039844.1","CATG00000039844.1","others","protein coding mRNAs","dyadic"
"CATG00000039833.1","CATG00000039833.1","others","protein coding mRNAs","enhancer"
"CATG00000039813.1","CATG00000039813.1","others","protein coding mRNAs","promoter"
"CATG00000039770.1","CATG00000039770.1","others","protein coding mRNAs","promoter"
"CATG00000039745.1","CATG00000039745.1","others","protein coding mRNAs","enhancer"
"CATG00000039692.1","CATG00000039692.1","others","protein coding mRNAs","dyadic"
"CATG00000039668.1","CATG00000039668.1","others","protein coding mRNAs","promoter"
"CATG00000039615.1","CATG00000039615.1","others","protein coding mRNAs","enhancer"
"CATG00000039609.1","CATG00000039609.1","others","protein coding mRNAs","promoter"
"CATG00000039560.1","CATG00000039560.1","others","protein coding mRNAs","enhancer"
"CATG00000039517.1","CATG00000039517.1","others","protein coding mRNAs","promoter"
"CATG00000039498.1","CATG00000039498.1","others","protein coding mRNAs","dyadic"
"CATG00000039479.1","CATG00000039479.1","others","protein coding mRNAs","dyadic"
"CATG00000039462.1","CATG00000039462.1","others","protein coding mRNAs","no"
"CATG00000039349.1","CATG00000039349.1","others","protein coding mRNAs","no"
"CATG00000039330.1","CATG00000039330.1","others","protein coding mRNAs","promoter"
"CATG00000039310.1","CATG00000039310.1","others","protein coding mRNAs","promoter"
"CATG00000039284.1","CATG00000039284.1","others","protein coding mRNAs","enhancer"
"CATG00000039282.1","CATG00000039282.1","others","protein coding mRNAs","no"
"CATG00000039256.1","CATG00000039256.1","others","protein coding mRNAs","no"
"CATG00000039203.1","CATG00000039203.1","others","protein coding mRNAs","promoter"
"CATG00000039173.1","CATG00000039173.1","others","protein coding mRNAs","promoter"
"CATG00000039159.1","CATG00000039159.1","others","protein coding mRNAs","dyadic"
"CATG00000039145.1","CATG00000039145.1","others","protein coding mRNAs","promoter"
"CATG00000039101.1","CATG00000039101.1","others","protein coding mRNAs","promoter"
"CATG00000039070.1","CATG00000039070.1","others","protein coding mRNAs","no"
"CATG00000039065.1","CATG00000039065.1","others","protein coding mRNAs","enhancer"
"CATG00000039000.1","CATG00000039000.1","others","protein coding mRNAs","enhancer"
"CATG00000038884.1","CATG00000038884.1","others","protein coding mRNAs","no"
"CATG00000038863.1","CATG00000038863.1","others","protein coding mRNAs","no"
"CATG00000038838.1","CATG00000038838.1","others","protein coding mRNAs","dyadic"
"CATG00000038822.1","CATG00000038822.1","others","protein coding mRNAs","promoter"
"CATG00000038794.1","CATG00000038794.1","others","protein coding mRNAs","enhancer"
"CATG00000038785.1","CATG00000038785.1","others","protein coding mRNAs","promoter"
"CATG00000038779.1","CATG00000038779.1","others","protein coding mRNAs","enhancer"
"CATG00000038771.1","CATG00000038771.1","others","protein coding mRNAs","promoter"
"CATG00000038696.1","CATG00000038696.1","others","protein coding mRNAs","promoter"
"CATG00000038673.1","CATG00000038673.1","others","protein coding mRNAs","enhancer"
"CATG00000038659.1","CATG00000038659.1","others","protein coding mRNAs","enhancer"
"CATG00000038628.1","CATG00000038628.1","others","protein coding mRNAs","promoter"
"CATG00000038625.1","CATG00000038625.1","others","protein coding mRNAs","enhancer"
"CATG00000038607.1","CATG00000038607.1","others","protein coding mRNAs","enhancer"
"CATG00000038606.1","CATG00000038606.1","others","protein coding mRNAs","promoter"
"CATG00000038597.1","CATG00000038597.1","others","protein coding mRNAs","promoter"
"CATG00000038552.1","CATG00000038552.1","others","protein coding mRNAs","no"
"CATG00000038512.1","CATG00000038512.1","others","protein coding mRNAs","promoter"
"CATG00000038465.1","CATG00000038465.1","others","protein coding mRNAs","promoter"
"CATG00000038462.1","CATG00000038462.1","others","protein coding mRNAs","no"
"CATG00000038460.1","CATG00000038460.1","others","protein coding mRNAs","enhancer"
"CATG00000038443.1","CATG00000038443.1","others","protein coding mRNAs","enhancer"
"CATG00000038422.1","CATG00000038422.1","others","protein coding mRNAs","enhancer"
"CATG00000038387.1","CATG00000038387.1","others","protein coding mRNAs","no"
"CATG00000038378.1","CATG00000038378.1","others","protein coding mRNAs","enhancer"
"CATG00000038366.1","CATG00000038366.1","others","protein coding mRNAs","promoter"
"CATG00000038365.1","CATG00000038365.1","others","protein coding mRNAs","enhancer"
"CATG00000038364.1","CATG00000038364.1","others","protein coding mRNAs","enhancer"
"CATG00000038360.1","CATG00000038360.1","others","protein coding mRNAs","no"
"CATG00000038359.1","CATG00000038359.1","others","protein coding mRNAs","no"
"CATG00000038319.1","CATG00000038319.1","others","protein coding mRNAs","dyadic"
"CATG00000038300.1","CATG00000038300.1","others","protein coding mRNAs","enhancer"
"CATG00000038289.1","CATG00000038289.1","others","protein coding mRNAs","promoter"
"CATG00000038271.1","CATG00000038271.1","others","protein coding mRNAs","enhancer"
"CATG00000038270.1","CATG00000038270.1","others","protein coding mRNAs","enhancer"
"CATG00000038268.1","CATG00000038268.1","others","protein coding mRNAs","enhancer"
"CATG00000038259.1","CATG00000038259.1","others","protein coding mRNAs","enhancer"
"CATG00000038258.1","CATG00000038258.1","others","protein coding mRNAs","no"
"CATG00000038230.1","CATG00000038230.1","others","protein coding mRNAs","enhancer"
"CATG00000038228.1","CATG00000038228.1","others","protein coding mRNAs","no"
"CATG00000038215.1","CATG00000038215.1","others","protein coding mRNAs","promoter"
"CATG00000038192.1","CATG00000038192.1","others","protein coding mRNAs","promoter"
"CATG00000038184.1","CATG00000038184.1","others","protein coding mRNAs","promoter"
"CATG00000038182.1","CATG00000038182.1","others","protein coding mRNAs","promoter"
"CATG00000038143.1","CATG00000038143.1","others","protein coding mRNAs","no"
"CATG00000038121.1","CATG00000038121.1","others","protein coding mRNAs","enhancer"
"CATG00000038099.1","CATG00000038099.1","others","protein coding mRNAs","enhancer"
"CATG00000038058.1","CATG00000038058.1","others","protein coding mRNAs","no"
"CATG00000037936.1","CATG00000037936.1","others","protein coding mRNAs","no"
"CATG00000037934.1","CATG00000037934.1","others","protein coding mRNAs","dyadic"
"CATG00000037760.1","CATG00000037760.1","others","protein coding mRNAs","dyadic"
"CATG00000037648.1","CATG00000037648.1","others","protein coding mRNAs","promoter"
"CATG00000037597.1","CATG00000037597.1","others","protein coding mRNAs","promoter"
"CATG00000037459.1","CATG00000037459.1","others","protein coding mRNAs","promoter"
"CATG00000037451.1","CATG00000037451.1","others","protein coding mRNAs","dyadic"
"CATG00000037285.1","CATG00000037285.1","others","protein coding mRNAs","enhancer"
"CATG00000037257.1","CATG00000037257.1","others","protein coding mRNAs","promoter"
"CATG00000037190.1","CATG00000037190.1","others","protein coding mRNAs","promoter"
"CATG00000037143.1","CATG00000037143.1","others","protein coding mRNAs","enhancer"
"CATG00000036987.1","CATG00000036987.1","others","protein coding mRNAs","enhancer"
"CATG00000036982.1","CATG00000036982.1","others","protein coding mRNAs","promoter"
"CATG00000036949.1","CATG00000036949.1","others","protein coding mRNAs","enhancer"
"CATG00000036937.1","CATG00000036937.1","others","protein coding mRNAs","no"
"CATG00000036930.1","CATG00000036930.1","others","protein coding mRNAs","no"
"CATG00000036919.1","CATG00000036919.1","others","protein coding mRNAs","no"
"CATG00000036859.1","CATG00000036859.1","others","protein coding mRNAs","dyadic"
"CATG00000036720.1","CATG00000036720.1","others","protein coding mRNAs","dyadic"
"CATG00000036629.1","CATG00000036629.1","others","protein coding mRNAs","promoter"
"CATG00000036613.1","CATG00000036613.1","others","protein coding mRNAs","enhancer"
"CATG00000036588.1","CATG00000036588.1","others","protein coding mRNAs","no"
"CATG00000036398.1","CATG00000036398.1","others","protein coding mRNAs","enhancer"
"CATG00000036350.1","CATG00000036350.1","others","protein coding mRNAs","no"
"CATG00000036339.1","CATG00000036339.1","others","protein coding mRNAs","promoter"
"CATG00000036141.1","CATG00000036141.1","others","protein coding mRNAs","promoter"
"CATG00000035960.1","CATG00000035960.1","others","protein coding mRNAs","no"
"CATG00000035958.1","CATG00000035958.1","others","protein coding mRNAs","promoter"
"CATG00000035955.1","CATG00000035955.1","others","protein coding mRNAs","promoter"
"CATG00000035925.1","CATG00000035925.1","others","protein coding mRNAs","promoter"
"CATG00000035909.1","CATG00000035909.1","others","protein coding mRNAs","promoter"
"CATG00000035862.1","CATG00000035862.1","others","protein coding mRNAs","no"
"CATG00000035680.1","CATG00000035680.1","others","protein coding mRNAs","no"
"CATG00000035392.1","CATG00000035392.1","others","protein coding mRNAs","enhancer"
"CATG00000035374.1","CATG00000035374.1","others","protein coding mRNAs","enhancer"
"CATG00000035307.1","CATG00000035307.1","others","protein coding mRNAs","enhancer"
"CATG00000035216.1","CATG00000035216.1","others","protein coding mRNAs","no"
"CATG00000035142.1","CATG00000035142.1","others","protein coding mRNAs","no"
"CATG00000035066.1","CATG00000035066.1","others","protein coding mRNAs","no"
"CATG00000035036.1","CATG00000035036.1","others","protein coding mRNAs","promoter"
"CATG00000035034.1","CATG00000035034.1","others","protein coding mRNAs","promoter"
"CATG00000035011.1","CATG00000035011.1","others","protein coding mRNAs","enhancer"
"CATG00000034912.1","CATG00000034912.1","others","protein coding mRNAs","enhancer"
"CATG00000034911.1","CATG00000034911.1","others","protein coding mRNAs","promoter"
"CATG00000034903.1","CATG00000034903.1","others","protein coding mRNAs","enhancer"
"CATG00000034898.1","CATG00000034898.1","others","protein coding mRNAs","dyadic"
"CATG00000034879.1","CATG00000034879.1","others","protein coding mRNAs","dyadic"
"CATG00000034878.1","CATG00000034878.1","others","protein coding mRNAs","dyadic"
"CATG00000034872.1","CATG00000034872.1","others","protein coding mRNAs","promoter"
"CATG00000034864.1","CATG00000034864.1","others","protein coding mRNAs","enhancer"
"CATG00000034862.1","CATG00000034862.1","others","protein coding mRNAs","no"
"CATG00000034860.1","CATG00000034860.1","others","protein coding mRNAs","promoter"
"CATG00000034844.1","CATG00000034844.1","others","protein coding mRNAs","enhancer"
"CATG00000034825.1","CATG00000034825.1","others","protein coding mRNAs","enhancer"
"CATG00000034816.1","CATG00000034816.1","others","protein coding mRNAs","no"
"CATG00000034808.1","CATG00000034808.1","others","protein coding mRNAs","enhancer"
"CATG00000034785.1","CATG00000034785.1","others","protein coding mRNAs","dyadic"
"CATG00000034713.1","CATG00000034713.1","others","protein coding mRNAs","no"
"CATG00000034684.1","CATG00000034684.1","others","protein coding mRNAs","promoter"
"CATG00000034683.1","CATG00000034683.1","others","protein coding mRNAs","no"
"CATG00000034682.1","CATG00000034682.1","others","protein coding mRNAs","enhancer"
"CATG00000034678.1","CATG00000034678.1","others","protein coding mRNAs","enhancer"
"CATG00000034676.1","CATG00000034676.1","others","protein coding mRNAs","no"
"CATG00000034673.1","CATG00000034673.1","others","protein coding mRNAs","enhancer"
"CATG00000034670.1","CATG00000034670.1","others","protein coding mRNAs","dyadic"
"CATG00000034660.1","CATG00000034660.1","others","protein coding mRNAs","enhancer"
"CATG00000034637.1","CATG00000034637.1","others","protein coding mRNAs","dyadic"
"CATG00000034633.1","CATG00000034633.1","others","protein coding mRNAs","no"
"CATG00000034571.1","CATG00000034571.1","others","protein coding mRNAs","promoter"
"CATG00000034566.1","CATG00000034566.1","others","protein coding mRNAs","dyadic"
"CATG00000034529.1","CATG00000034529.1","others","protein coding mRNAs","enhancer"
"CATG00000034518.1","CATG00000034518.1","others","protein coding mRNAs","promoter"
"CATG00000034468.1","CATG00000034468.1","others","protein coding mRNAs","no"
"CATG00000034443.1","CATG00000034443.1","others","protein coding mRNAs","no"
"CATG00000034321.1","CATG00000034321.1","others","protein coding mRNAs","no"
"CATG00000034317.1","CATG00000034317.1","others","protein coding mRNAs","promoter"
"CATG00000034215.1","CATG00000034215.1","others","protein coding mRNAs","enhancer"
"CATG00000034210.1","CATG00000034210.1","others","protein coding mRNAs","enhancer"
"CATG00000034066.1","CATG00000034066.1","others","protein coding mRNAs","enhancer"
"CATG00000033941.1","CATG00000033941.1","others","protein coding mRNAs","promoter"
"CATG00000033939.1","CATG00000033939.1","others","protein coding mRNAs","dyadic"
"CATG00000033913.1","CATG00000033913.1","others","protein coding mRNAs","enhancer"
"CATG00000033907.1","CATG00000033907.1","others","protein coding mRNAs","enhancer"
"CATG00000033794.1","CATG00000033794.1","others","protein coding mRNAs","no"
"CATG00000033779.1","CATG00000033779.1","others","protein coding mRNAs","no"
"CATG00000033671.1","CATG00000033671.1","others","protein coding mRNAs","enhancer"
"CATG00000033628.1","CATG00000033628.1","others","protein coding mRNAs","dyadic"
"CATG00000033595.1","CATG00000033595.1","others","protein coding mRNAs","dyadic"
"CATG00000033590.1","CATG00000033590.1","others","protein coding mRNAs","dyadic"
"CATG00000033583.1","CATG00000033583.1","others","protein coding mRNAs","enhancer"
"CATG00000033368.1","CATG00000033368.1","others","protein coding mRNAs","enhancer"
"CATG00000033356.1","CATG00000033356.1","others","protein coding mRNAs","enhancer"
"CATG00000033287.1","CATG00000033287.1","others","protein coding mRNAs","enhancer"
"CATG00000033273.1","CATG00000033273.1","others","protein coding mRNAs","enhancer"
"CATG00000033239.1","CATG00000033239.1","others","protein coding mRNAs","promoter"
"CATG00000033111.1","CATG00000033111.1","others","protein coding mRNAs","promoter"
"CATG00000033020.1","CATG00000033020.1","others","protein coding mRNAs","promoter"
"CATG00000033004.1","CATG00000033004.1","others","protein coding mRNAs","enhancer"
"CATG00000032950.1","CATG00000032950.1","others","protein coding mRNAs","promoter"
"CATG00000032947.1","CATG00000032947.1","others","protein coding mRNAs","enhancer"
"CATG00000032923.1","CATG00000032923.1","others","protein coding mRNAs","no"
"CATG00000032866.1","CATG00000032866.1","others","protein coding mRNAs","enhancer"
"CATG00000032777.1","CATG00000032777.1","others","protein coding mRNAs","enhancer"
"CATG00000032748.1","CATG00000032748.1","others","protein coding mRNAs","no"
"CATG00000032704.1","CATG00000032704.1","others","protein coding mRNAs","enhancer"
"CATG00000032703.1","CATG00000032703.1","others","protein coding mRNAs","enhancer"
"CATG00000032700.1","CATG00000032700.1","others","protein coding mRNAs","no"
